str_no_string|NO STRING!
str_npc14_rehire_speech|Friend!, it's a pleasure to see you again. I tried to join other groups, but they fell or were dissolved, do you still want me in your troupe?
str_npc15_rehire_speech|Hello {playername}, I can say that it is a pleasure to see you again. Just imagine that I accepted a commitment for another contract, and when it came time for my pay, we had nothing but a worthless apology and petty complaints, never a cent. Do you still offer work?
str_npc16_rehire_speech|Captain, here you are with a solid reputation. I will not lie to you, everything has degenerated very quickly in my new place of residence, Some legitimate ones have regrouped to make a scandal, they even wanted to make me burn like witch. I did everything to find you to ask you if you still wanted me in the group.
str_npc1_home_intro|{Messire/Madame}, did you know that I was from this region? It is here that I learned to have the eye and to make my first horseback riding.
str_npc2_home_intro|{Messire/Madame}, we are approaching a beautiful place, that's where I loved to come and relax in my youth.
str_npc3_home_intro|{Messire/Madame}, do you smell it? Good fresh air, the fragrance of freedom. In my younth, I spent a lot of very pleasant summers here. I used to play in the gardens of my mother's family while my father was elsewhere working hard.
str_npc4_home_intro|{Messire/Madame}, we are very close to what remains of my past, a scorched earth.
str_npc5_home_intro|Captain, this is the region where I grew up, and where I became a soldier and later merchant with the family of wholesalers in Bordeaux.
str_npc6_home_intro|Captain, we are near my home, I see the landscapes and vineyards that adorn the slopes of the hills.
str_npc7_home_intro|Chief, it's here in Nemours that I grew up, my family was a bunch of scoundrels and a worthless bunch, but it was my family.
str_npc8_home_intro|I remember my first time here, and a flood of questions drowned my mind.
str_npc9_home_intro|{Messire/Madame}, contemplate this landscape and this magnificent fortress. It was here that my father confronted an English army that was attempting to advance inland from the river bank. It was a bygone time when chivalry made sense, and where honor was above greed.
str_npc10_home_intro|{Messire/Madame}, you did not feel that fresh air, it was my home, before I left to make money.
str_npc11_home_intro|{Messire/Madame}, I see familiar hills, we must come near my home.
str_npc12_home_intro|{Messire/Madame}, we pass by the place which was the scene of a bloody battle.
str_npc13_home_intro|Hey, friend ... ah, what a beautiful place, fertile land where I have sunk so many happy days.
str_npc14_home_intro|Friend, the rebellion had established an important camp in this region.
str_npc15_home_intro|{Messire/Madame}, do you see the castle on the horizon? I worked there not so long ago, it is the most successful stone building that you will be able to see.
str_npc16_home_intro|Captain, do you see that? Traces of hares in the snow, and the smell of apple trees, we must be close to the place of my birth.
str_npc1_home_description|But hey, that's all in the past.
str_npc2_home_description|But hey, that's all in the past.
str_npc3_home_description|But hey, that's all in the past.
str_npc4_home_description|I already told you what had happened to my farm and my family. I can not forget these atrocities. That there are battles in a war, it makes sense, but that one behaves in such a savage way by plundering, there I say no.
str_npc5_home_description|It's a good place to live, but coming back here after I've been taken out of business for no good reason fills me with rage.
str_npc6_home_description|I did not have a very happy childhood, my parents being very poor. I had to get to work early. Anyway, everyone was suffering from these famines and the fear that the plague would make its devastating return. We could only survive thanks to the grapes and the sweet liquid that we drew from them.
str_npc7_home_description|We hunted for our pittance in the land of the Lord, is it really a crime to hunt?
str_npc8_home_description|We kill each other here as everywhere else, just for any excuse at hand.
str_npc9_home_description|But hey, that's all in the past. Now we must do everything to eradicate the impure knights from an immoral nobility. That's why I'm with you, and I'm hoping that together we can do it.
str_npc10_home_description|But hey, that's all in the past.
str_npc11_home_description|But hey, that's all in the past.
str_npc12_home_description|With some colleagues, we exchanged some of our techniques, in other words we quarrel again when the distant noise finally reached us.
str_npc13_home_description|But hey, that's all in the past.
str_npc14_home_description|We were for a moment at least two miles, no, maybe ten miles, then we were discovered, probably denounced by some peasants believed to be able to deal with the enemy, later we were encircled by a gigantic army of Englishmen and Burgundians ... it was a carnage, and the few prisoner survivors were forcibly enlisted as laborers in the construction of walls of fortifications, I was one of them, and later I followed my road finally released by a an important French army going on a raid ... and do you know the most strange {sire/madame}? A woman was leading them ... I swear!
str_npc15_home_description|But hey, that's all in the past.
str_npc16_home_description|The snow in these valleys does not melt until the end of spring, but the land is good and fortunately is not difficult to plow. The fruit trees grow without difficulty.
str_npc1_home_description_2|And I have no desire to talk about it, at least not now.
str_npc2_home_description_2|And I have no desire to talk about it, at least not now.
str_npc3_home_description_2|And I have no desire to talk about it, at least not now.
str_npc4_home_description_2|I know what you are going to tell me, that all of this is part of a voluntary strategy to destroy the economy. But being able to destroy in no time what had to be built for years proves how primitive the military are. So I'm happy to be able to fight them by your side, and I'm sure you understand my desire for revenge.
str_npc5_home_description_2|And then there is this war between the English and the French, and it disturbs my rebellious spirit, hope it does not last a hundred years otherwise it will ruin me. One day I will return to Bordeaux, and if by a miracle I get out of it, either I invest my crowns in a boat, or simply as a sailor in a merchant ship.
