str_no_string|NO STRING!
str_npc11_woman_to_woman|Eh bien jeune fille, je dois dire que vous avez su vous faire un nom au fil de vos combats à travers le pays. Cela dit, si vous aviez été un homme, un roi vous aurait certainement déjà offert un fief. Mais vous pouvez encore obtenir ce que vous méritez, à condition de continuer à faire vos preuves.
str_npc16_woman_to_woman|Capitaine, permettez-moi de vous dire que votre réputation n'est plus à faire dans ces contrées. Si vous aviez été un homme, un souverain vous aurait certainement déjà offert un fief. Mais tel est notre destin, à nous, les femmes. Du côté des hommes, tous les prétextes sont bons pour ne pas récompenser nos efforts. Par conséquent, si l'on s'intéresse à un bout de terre quelque part, peut-être vaut-il mieux se servir soi-même. C'est mon point de vue, en tout cas.
str_npc1_turn_against|Je regrette que nous nous retrouvions dans de telles conditions, Messire. Il n'est pas question que je vous doive mon ascension dans la vie. Vous me prenez sans doute pour {un ingrat/une ingrate}. Mais chacun doit suivre son destin... n'est-ce pas ?
str_npc2_turn_against|Quel triste jour ! Je n'aurais jamais cru devoir un jour affronter mon ancien capitaine sur un champ de bataille. Même si je l'emporte, je n'en tirerai aucune gloire.
str_npc3_turn_against|Oh {playername}, nos vies ont pris une tournure bien tragique ! J'espère seulement qu'à l'issue de cette guerre qui fait aujourd'hui de nous des ennemis, nous redeviendrons amis.
str_npc4_turn_against|Je ne sais pas quoi dire. Juste peut-être qu'il est fâcheux de s'opposer. Si nous devons combattre, il faudra en finir au plus vite.
str_npc6_turn_against|Quel malheur de se revoir dans de telles conditions, capitaine. Mais je ne m'attarderai pas sur les circonstances qui nous ont mené à cette situation. J'espère seulement qu'un jour nous pourrons à nouveau être ensemble, si bien sûr chacun de nous arrive à vivre assez longtemps.
str_npc7_turn_against|Eh bien chef, vous avez fait de moi un vrai guerrier, et je vous en suis reconnaissant. Mais à présent que nos intérêts divergent, je dois vous combattre. J'espère néanmoins que notre entente perdurera quoiqu'il arrive.
str_npc8_turn_against|Ainsi, nous voici aujourd'hui ennemis. Nos boucliers vont bientôt s'entrechoquer. Qu'il en soit ainsi va au diable.
str_npc9_turn_against|Je refuse d'endosser la responsabilité des circonstances qui nous ont conduit à devenir ennemis. Sachez que j'ai le coeur gros mais la conscience tranquille.
str_npc10_turn_against|Eh bien, voilà que le destin me conduit aujourd'hui à combattre mon ancien capitaine. Nos relations ont probablement commencé à se dégrader lorsque vous êtes devenu mon suzerain. Je suppose que la vassalité n'a jamais été mon fort. Quoi qu'il en soit, nous sommes là aujourd'hui. Peut-être notre amitié renaîtra-t-elle un jour, lorsque le monde aura changé et qu'il n'y aura plus ni maîtres ni serviteurs, ni seigneurs ni vassaux.
str_npc11_turn_against|Juste ciel ! Nous voilà donc ennemis, {jeune homme/jeune fille} ! La vie nous joue là un drôle de tour, n'est-ce pas ? Un tour bien cruel.
str_npc12_turn_against|Nous allons donc devoir nous battre. Sachez, Messire, que je ne vous ai jamais trahi. Je ne servais pas la personne, mais les principes que je croyais être les vôtres, en parfait accord avec ma mission. Hélas, vous y avez renoncé. Il est donc de mon devoir de tout mettre en oeuvre pour vous arrêter. J'espère qu'une fois avoir chassé le démon de votre esprit, notre amitié pourra renaître.
str_npc13_turn_against|Je regrette que nous soyons aujourd'hui ennemis, capitaine. Mais d'un autre côté, c'est un rare privilège de pouvoir combattre un champion sur le champ de bataille. Sincèrement, je pense que ce combat fera les choux gras des bardes et des poètes pendant des mois.
str_npc14_turn_against|Eh bien Compagnon, vous qui s'estoit tousjours monstré fort affectionné à mon égard, nous voilà ennemis. Ceste rencontre me chagrine mais j'ai le devoir de vous combattre.
str_npc15_turn_against|Ah, j'ai tant redouté ce jour ! Si vous n'aviez pas cessé de croire en moi, nous n'en serions certainement pas là aujourd'hui. Mais vous voyez sans doute les choses autrement.
str_npc16_turn_against|Le Bonjour capitaine, eh bien on dirait que nous sommes ennemis ! Puisque nous devons nous affronter, je tiens à vous prévenir qu'une fois le combat engagé, j'ai parfois du mal à me contrôler. Mais sachez que quoi que je fasse, cela n'a rien de personnel. Si nous nous en sortons, peut-être redeviendrons-nous amis un jour, et peut-être un peu plus encore ?
str_comment_intro_liege_affiliated|On m'a soufflé que vous deviez obligeance à l'un des prétendants qui conteste ma revendication au trône de la France. Mais nous pouvons tout de même discuter.
str_comment_intro_famous_liege|Vos exploits vous précèdent ! Peut-être serait-il temps que partiez en quête d'un souverain à la hauteur de votre courage.
str_comment_intro_famous_martial|Vos exploits vous précèdent ! Peut-être devrions-nous mettre à l'épreuve notre bravoure dans un tournoi ou sur un champ de bataille !
str_comment_intro_famous_badtempered|J'ai entendu parler de vous, je ne suis pas du genre à tergiverser, alors si vous avez quelque chose à me dire, allez-y, qu'on en finisse.
str_comment_intro_famous_pitiless|Votre nom ne m'est pas inconnu, il jette l'effroi dans le coeur des hommes. C'est une bonne chose. Peut-être devrions-nous avoir une petite discussion.
str_comment_intro_famous_cunning|Ah, oui. Enfin nous nous rencontrons. Vous me semblez être quelqu'un d'appréciable. Nous devrions discuter ensemble, à l'occasion.
str_comment_intro_famous_sadistic|Je vous connais de nom et d'après ce qu'on dit, nombre de veuves éplorées le connaissent aussi. Mais cela ne me concerne guère.
str_comment_intro_famous_goodnatured|J'ai entendu parler de vous ! C'est un plaisir de pouvoir enfin faire votre connaissance.
str_comment_intro_famous_upstanding|Votre nom m'est familier. On raconte que vous êtes un guerrier des plus vaillants. Je ne peux qu'espérer que votre honneur et votre pitié siéent à votre courage.
str_comment_intro_noble_liege|Je vois que vous portez une bannière de la noblesse, mais je ne reconnais pas l'emblème. Sachez que je cherche toujours des {hommes/guerriers} dignes de confiance et prêts à combattre pour moi.
str_comment_intro_noble_martial|Je vois que vous portez une bannière de la noblesse, mais je ne reconnais pas l'emblème. Peu importe... Un {homme/guerrier} courageux est chez lui dans le monde entier !
str_comment_intro_noble_badtempered|Je ne reconnais pas l'emblème qui se trouve sur votre bannière. Vous êtes sans doute encore un de ces étrangers qui infestent le pays, comme s'il n'y en avait pas déjà assez.
str_comment_intro_noble_pitiless|Je vois que vous portez la bannière d'un noble, mais je ne reconnais pas cet emblème. Encore un de ces vautours venus se gaver des restes de la guerre, c'est sûr !
str_comment_intro_noble_cunning|Je vois que vous portez la bannière d'un noble, mais je ne reconnais pas cet emblème. Enfin, il est toujours bon de faire la connaissance de ceux qui pourraient un jour devenir de grands guerriers.
str_comment_intro_noble_sadistic|Je vois que vous portez la bannière d'un noble, mais je ne reconnais pas cet emblème. Peut-être que vous êtes {le bâtard de fils/la bâtarde de fille} d'un de ces voleurs de bétail pleins de suffisance ? Ou peut-être l'avez-vous volé ?
str_comment_intro_noble_goodnatured|Je vois que vous portez une bannière de la noblesse, mais je ne reconnais pas l'emblème. Pardonnez mon ignorance, {Messire/madame} ! C'est un plaisir de faire votre connaissance.
str_comment_intro_noble_upstanding|Je vois que vous portez la bannière d'un noble, mais je ne reconnais pas cet emblème. Vous êtes sans doute ici en quête de fortune et de gloire. Si tel est le cas, je vous demanderai seulement de faire preuve de clémence à l'égard des pauvres âmes impliquées dans la guerre malgré eux.
str_comment_intro_common_liege|Peut-être appartenez-vous à la classe populaire, mais sachez que je suis toujours à la recherche de bons éléments qui pourront combattre à mon service une fois qu'ils m'auront prouvé qu'ils méritent ma confiance.
str_comment_intro_common_martial|Peut-être n'êtes-vous pas de sang noble, mais même {un roturier, s'il se montre vaillant/une roturière, si elle se montre vaillante}, peut devenir quelqu'un.
str_comment_intro_common_badtempered|Si vous avez quelque chose à me dire, faites vite, car je n'ai pas le temps de papoter avec un soldat de fortune de bas étage.
str_comment_intro_common_pitiless|Vous avez l'air d'un mercenaire. Encore un rapace venu s'enrichir sur le dos des miséreux de ce pays.
str_comment_intro_common_cunning|Eh bien... Je n'ai jamais entendu parler de vous, mais j'ai bien l'impression que vous pourriez devenir quelqu'un, un jour ou l'autre.
str_comment_intro_common_sadistic|En temps normal, je tranche la gorge des roturiers qui ont le culot de venir en ma présence sans y avoir été convié. Mais aujourd'hui, je suis de bonne humeur.
str_comment_intro_common_goodnatured|Ma foi, vous me semblez être quelqu'un de bien.
str_comment_intro_common_upstanding|Allez en paix et rappelez-vous de toujours teinter votre vaillance de pitié et votre courage de vertu.
str_comment_intro_female_famous_liege|J'ai beaucoup entendu parler de vous. Certains hommes craignent les femmes rompues à l'art de la guerre. Pour ma part, jamais je ne me priverais de quelqu'un de brave et loyal qui sait manier l'épée.
str_comment_intro_female_famous_martial|J'ai beaucoup entendu parler de vous. On dit que vous maîtrisez aussi bien les armes que le plus courageux des hommes. Peut-être nous mesurerons-nous un jour, lors d'un tournoi ou sur le champ de bataille !
str_comment_intro_female_famous_badtempered|J'ai entendu parler de vous... la femme qui se bat comme un homme.
str_comment_intro_female_famous_pitiless|Je sais qui vous êtes. Votre nom inspire la peur chez les hommes. C'est bien. J'aimerais discuter avec vous un jour.
str_comment_intro_female_famous_cunning|Ah, oui ! Nous nous rencontrons enfin ! Vous êtes une femme qui gagne à être connue semble-t-il. Nous devrions discuter ensemble un de ces jours.
str_comment_intro_female_famous_sadistic|J'ai entendu parler de vous... tout comme de nombreuses veuves éplorées, je crois. Mais cela ne me regarde pas.
str_comment_intro_female_famous_goodnatured|J'ai entendu parler de vous ! Cela me fait plaisir de faire enfin votre connaissance.
str_comment_intro_female_famous_upstanding|Votre nom m'est familier. On dit que vous êtes une guerrière particulièrement valeureuse. J'espère seulement que votre honneur et votre clémence sont à la hauteur de votre bravoure.
str_comment_intro_female_noble_liege|Je n'ai pas souvent l'occasion de rencontrer une femme qui aspire à mener des hommes au combat. Mais nous vivons une époque sombre et tumultueuse et, pour ma part, jamais je ne me priverais de quelqu'un de brave et loyal qui sait manier l'épée.
str_comment_intro_female_noble_martial|Je ne reconnais pas l'emblème de votre bannière, mais vous êtes manifestement une femme de haut rang. Je suis à votre service.
str_comment_intro_female_noble_badtempered|Je ne reconnais pas l'emblème de cette bannière. Encore une étrangère avec ses drôles de manières !
str_comment_intro_female_noble_pitiless|Je vois que vous portez une bannière de la noblesse, mais je ne reconnais pas l'emblème... Sachez, madame, qu'à la France, ce sont les hommes qui font la guerre, et si vous cherchez à bousculer l'ordre établi, votre joli minois finira embroché sur une pique, comme pour n'importe quel autre rebelle !
str_comment_intro_female_noble_cunning|Même si elles sont rares, vous n'êtes pas la première femme à venir chercher fortune sur les champs de bataille de la France. Je suivrai votre progression avec beaucoup d'intérêt.
str_comment_intro_female_noble_sadistic|Vous semblez être de sang noble, mais je ne reconnais pas votre bannière. Encore une étrangère qui débarque chez nous... probablement d'un pays où les hommes ne sont que des mauviettes qui laissent les femmes faire la guerre à leur place !
