stringsfile version 1
3209
str_no_string NO_STRING!
str_npc11_kingsupport_2 Of_course,_I_would!_Let_me_see_your_hand,_there..._Aha!_You've_got_the_'Mark_of_Kings.'_That's_what_we_call_it_in_Praven,_anyway._I_hear_in_Suno_it's_the_'Emperor's_Line,'_but_they_call_everything_differently,_over_there._Anyway,_yours_is_very_long_--_I'd_say_that_it_means_that_you're_meant_to_rule!_It's_your_destiny!_In_fact,_I_think_I_can_even_recall_a_prophecy_to_that_effect._Hmm,_how_did_it_go...
str_npc12_kingsupport_2 Of_course,_captain.__But_if_I_have_learned_anything_in_my_travels_in_this_land,_it_is_that_Europeans_are_sticklers_for_precedent._Everything_must_be_done_as_it_was_done_in_the_days_of_the_old_Empire_--_even_though_not_more_than_one_in_a_hundred_of_them_can_read_enough_Old_Calradic_to_understand_the_chronicles!_Veluca_merchants_marry_their_daughters_according_to_the_'imperial'_rite._Rivacheg_cattle_herders_churn_'imperial'_butter._And_of_course,_every_king_must_be_crowned_according_to_'imperial'_law.
str_npc13_kingsupport_2 Of_course,_my_lord._Also,_as_we_learn_from_the_tale_of_Antaran,_when_claiming_a_throne,_it_does_not_hurt_to_be_the_subject_of_an_epic,_recited_around_campfires_and_hearthfires,_describing_one's_deeds._As_you_no_doubt_know,_I_fancy_myself_a_fair_crafter_of_couplets.
str_npc14_kingsupport_2 I_would_indeed,_sir._I_think_you_can_unite_this_land,_and_then_we'll_be_able_to_raise_an_army_such_as_Calradia_has_not_seen_for_many_generations_--_Swadian_lances,_Vaegir_archers,_Rhodok_spears,_Sarranid_swords,_Nord_axes,_and_Khergit_skirmishers,_and_take_it_over_the_mountains_to_subdue_all_the_lands_that_the_Calradic_emperors_once_held_sway.
str_npc15_kingsupport_2 I_would._People_might_say_that_you_don't_have_royal_blood_in_your_veins._But_as_far_as_I've_seen,_royal_blood_makes_you_a_skinflint._Kings_and_nobles_will_take_out_loans_or_commission_building_projects_without_half_a_thought_to_how_they're_ever_going_to_pay_back_all_those_commoners_who_expect_to_eat_after_an_honest_day's_work._If_you_ask_me,_an_honest_tongue_makes_a_{man/woman}_a_{king/queen},_not_a_fancy_pedigree.
str_npc16_kingsupport_2 Of_course,_my_{lord/lady}._And_what's_more,_I_figure_a_girl_like_me_could_do_you_a_bit_of_a_service_raising_support_with_the_lords_of_this_land._I_may_have_only_had_a_small_part_in_their_schemes_and_intrigues_over_the_years,_but_I_think_I_know_what_they_want._And_given_what_I_know_of_their_secrets,_they'd_not_want_to_be_denying_me_admission_to_their_halls,_now_would_they?
str_npc1_kingsupport_2a Please_go_on...
str_npc2_kingsupport_2a Please_continue...
str_npc3_kingsupport_2a Please_continue...
str_npc4_kingsupport_2a Of_course_-_let_me_tell_you_all_about_him.
str_npc5_kingsupport_2a Please_go_on...
str_npc6_kingsupport_2a Splendid
str_npc7_kingsupport_2a Well,_yes,_I_will_try_to_keep_order...
str_npc8_kingsupport_2a Fair_enough
str_npc9_kingsupport_2a That_seems_sensible_enough...
str_npc10_kingsupport_2a Of_course_-_I_would_give_my_subjects_that_right
str_npc11_kingsupport_2a See_if_you_can_recall_that_prophesy.
str_npc12_kingsupport_2a Interesting._Please_go_on...
str_npc13_kingsupport_2a Why,_yes,_that_you_are.
str_npc14_kingsupport_2a Please_go_on...
str_npc15_kingsupport_2a Well-spoken,_my_good_man
str_npc16_kingsupport_2a Interesting..._Please_continue
str_npc1_kingsupport_2b Well._We_saw_how_that_turned_out...
str_npc2_kingsupport_2b I_do_not_ask_for_their_support,_as_they_would_no_doubt_wish_to_make_a_profit_on_the_transaction.
str_npc3_kingsupport_2b I_have_no_intention_of_hobbling_myself_in_that_way.
str_npc4_kingsupport_2b I_will_have_no_part_of_this
str_npc5_kingsupport_2b I_said_that_I_wished_to_be_{king/queen},_not_that_I_wished_to_involve_myself_in_the_minutiae_of_nomadism
str_npc6_kingsupport_2b I'm_not_sure_that_I_can_quite_deliver_all_that
str_npc7_kingsupport_2b I_think_you're_maybe_taking_the_idea_of_the_king's_peace_a_bit_too_far,_there
str_npc8_kingsupport_2b That's_a_pretty_tall_condition
str_npc9_kingsupport_2b I'm_not_sure_that_implementing_your_idea_would_be_as_'simple'_as_you_think
str_npc10_kingsupport_2b Hmm._Let_me_think_it_over.
str_npc11_kingsupport_2b Ah..._I'll_have_my_hand_back,_please.
str_npc12_kingsupport_2b Enough,_sir._I_will_not_have_you_mock_our_traditions
str_npc13_kingsupport_2b Hmm._I'm_not_sure_about_that.
str_npc14_kingsupport_2b Actually,_I_was_looking_forward_to_a_bit_of_rest_after_becoming_king...
str_npc15_kingsupport_2b {King/Queen}_of_the_Clerks,_maybe,_Enough_of_such_talk
str_npc16_kingsupport_2b No_offense,_but_I'm_not_sure_that's_the_approach_I'd_take
str_npc1_kingsupport_3 If_I_could_go_about_this_land_for_a_few_weeks,_telling_the_common_folk_that_you_were_going_to_amnesty_their_kinfolk_like_the_emperors_of_old_--_well,_they_would_start_talking_of_you_as_the_Emperor,_and_that_would_pave_your_way_to_the_throne._Shall_I_do_that,_Boss?
str_npc2_kingsupport_2 If_you_like,_captain,_I_can_take_a_few_weeks_to_visit_the_guildhalls_and_caravanseries_where_I_have_contacts,_and_explain_to_them_that,_in_you,_they_will_have_a_{king/ruler}_who_will_check_the_rapacious_nobles,_who,_with_their_tariffs_and_taxes,_would_strangle_commerce_for_the_sake_of_a_few_extra_denars_to_spend_on_their_wars_and_their_feasts._What_do_you_say_to_that,_captain?
str_npc3_kingsupport_3 If_you_were_to_make_such_a_pledge,_{sir/madame},_I_think_that_it_would_help_many_of_the_lords_of_this_land_overcome_any_reluctance_that_they_might_have._If_your_aim_is_to_restore_the_old_Calradic_system,_then_arguably_you_are_a_more_legitimate_{king/ruler}_then_any_of_these_come-lately_usurpers._Give_me_leave_for_several_weeks,_{sir/madame},_and_I_will_let_it_be_known_in_the_noble_courts_and_merchant_houses_of_this_land_that_you_intend_to_restore_their_ancient_rights.
str_npc4_kingsupport_3 Yes_--_I_think_I_have_heard_of_that_line,_In_fact,_I_can_envision_{his/her}_entire_genealogy._If_you_give_me_leave,_'Majesty',_I_shall_travel_about_the_villages_and_castles_of_this_realm_over_the_next_several_weeks,_spreading_word_of_your_royal_birth._Of_course,_I_would_hope_that_you_would_remember_your_faithful_subject,_when_it_comes_to_distributing_lands...
str_npc5_kingsupport_3 Anyway,_lord,_in_these_sorry_times_the_men_of_the_great_estates_have_taken_to_blocking_our_passage,_charging_us_huge_fees_to_cross._It_is_a_great_burden_on_my_people,_Bahadur._If_I_could_take_a_few_weeks_to_let_the_men_of_the_steppes_know_that_you_would_support_the_restoration_of_our_ancient_rights,_well,_then,_I_think_you_would_find_many_who_would_support_you_as_khan,_And_when_men_speak_of_you_as_khan,_that's_the_first_step_to_becoming_one.
str_npc6_kingsupport_3 Very_well._Although_I_am_now_a_stranger_to_my_family,_I_have_entered_many_a_noble's_hall_in_your_train,_and_I_reckon_I_would_be_welcome_again._I_shall_go_about_this_land_and_tell_the_nobles_that_when_you_are_{king/queen},_you_will_strive_your_hardest_to_protect_the_weak_and_to_crush_discord,_so_that_no_man_will_raise_his_hand_against_another_with_impunity,_and_one_day,_perhaps,_the_sin_of_fraticide_will_be_no_more.
str_npc7_kingsupport_3 I'll_tell_you_what,_captain._Give_me_a_few_weeks_and_I'll_go_to_some_of_these_villages_--_stinking_hovels_that_they_are,_but_I_reckon_I_can_take_care_of_myself_these_days._I'll_tell_the_people_there_that_once_you_unify_this_land,_you'll_wipe_it_clean_of_banditry._You'll_erect_gallows_along_the_roads_and_keep_them_well-stocked_with_broken-necked_thieves,_so_that_every_passerby_knows_that_the_wages_of_indecency_is_death.
str_npc8_kingsupport_3 Good!_Then_give_me_a_few_weeks_and_I'll_go_about_the_courts_of_this_land,_letting_it_be_known_that_you're_a_{king/ruler}_who_respects_the_thegns_and_their_ancient_rights._You_won't_go_sticking_your_royal_nose_where_it_doesn't_belong,_and_France_will_be_the_better_for_it.
str_npc9_kingsupport_3 It's_perfectly_sensible,_{sir/madame}_--_and_we'll_be_free_of_those_cursed_writs_and_burghers'_petitions_and_scrolls_that_take_up_all_of_my_time_and_yours,_when_we_should_both_be_out_fighting_for_the_glory_of_your_kingdom._Give_me_leave_and_I'll_spread_word_among_the_noble_lords_of_this_land_that_you're_here_to_restore_the_old_ways,_and_I'll_bet_there_will_plenty_who_will_follow_you_into_battle.
str_npc10_kingsupport_3 Well_then,_{Brother/Sister},_give_me_leave_for_a_few_weeks_and_I_can_go_about_this_land,_letting_the_common_folk_know_that_you_will_rule_justly_and_equitably,_and_that_lord_and_common_alike_should_be_one_before_your_law._Men_will_speak_of_you_as_{king/queen},_and_that's_a_good_start_to_becoming_one...
str_npc11_kingsupport_3 I_can't_recall_now,_but_if_you_let_me_go_back_to_my_home,_I_could_find_an_old_greybeard_who_remembers_it_in_full._And,_I_could_put_it_around_that_you've_got_the_mark_of_kings_on_your_hand!_There's_many_where_I_come_from_who_are_waiting_for_a_just_ruler,_and_a_man's_hands_tell_all_that's_worth_knowing_about_him._Give_me_a_few_weeks,_and_I'll_reckon_I_can_have_quite_a_few_expecting_you_to_be_their_next_{king/queen}.
str_npc12_kingsupport_3 But_you_know_what?_There_was_no_'imperial'_law_when_it_came_to_the_crown._Sometimes_one_emperor_handed_the_empire_to_his_son._Sometimes_he_split_it_between_his_generals._Sometimes_one_emperor_murdered_the_last._There's_no_right_'Calradic'_way_to_crown_a_{king/king_or_queen},_and_thus_it_makes_sense_that_the_crown_should_go_to_the_one_most_fit_to_govern_--_which_would_be_you,_naturally._Give_me_a_couple_of_weeks,_and_I'll_write_a_tract_which_proves_it_and_find_a_copyist_to_post_a_version_in_every_town_tavern_in_the_land._What_do_you_say_to_that_idea,_captain?
str_npc13_kingsupport_3 Then_give_me_leave_for_a_few_weeks,_oh_gallant_one,_and_I_will_spin_such_a_tale_as_would_stir_even_the_dullest_heart,_inspiring_admiration_for_your_virtues,_compassion_for_your_hardships,_and_indignation_at_those_who_would_stand_in_your_way._I_assume,_of_course,_that_I_would_be_able_to_take_a_certain_amount_of_poetic_license_with_the_details?
str_npc14_kingsupport_3 Give_me_leave_for_a_few_weeks,_{sir/madame},_and_I_will_let_all_the_worthy_men_of_this_land_know_that_you_are_the_one_to_unite_not_just_France,_but_all_the_other_Calradic_dominions._For_according_to_my_thinking,_no_one_should_be_{king/king_or_queen}_here_unless_they_have_the_capacity_to_rule_the_entirety_of_the_realm_--_and_you_alone_have_demonstrated_such_a_capacity,_{sir/madamge}.
str_npc15_kingsupport_3 I'm_glad_you_think_so._Here's_what_I_suggest._I_know_men_in_the_guilds_here,_men_like_me,_who've_been_shafted_and_shaken_down_until_they_can_take_no_more._Here's_what_I'll_tell_them_--_you're_honest._You_respect_the_burghers._You'll_pay_your_debts._You_won't_beggar_your_subjects.
str_npc16_kingsupport_3 Give_me_leave_for_a_few_weeks,_and_I'll_do_a_little_tour_of_my_former_employers'_castles._I'll_sing_them_a_pretty_song_about_what_you'll_do_as_{king/queen},_about_all_the_ancient_freedoms_you'll_restore_--_let_them_rob_their_tenants_and_tax_the_merchants_and_fight_their_wars_and_spend_themselves_silly_without_a_thought_to_tomorrow,_as_a_noble_ought!_What_do_you_say_to_that,_captain?
str_npc1_kingsupport_objection Boss_--_you've_given_leave_to_Alayen_to_go_tell_the_nobles_that_they_will_have_rights_over_pasture,_market,_and_forest?_I_can't_say_I_like_that._Give_him_his_way,_and_he'll_set_up_gibbets_in_every_village_in_the_land,_where_there_will_dangle_some_poor_sod_like_me_who_thought_he_might_pick_up_a_bow,_head_to_the_woods_and_put_a_bit_of_meat_on_his_table.
str_npc2_kingsupport_objection Um,_captain._Matheld_has_ridden_off_to_tell_the_lords_of_this_land_that_you'll_let_them_settle_their_quarrels_by_force_and_violence._You_know_they_rarely_actually_fight_each_other,_right?_Most_of_the_time,_it's_the_traders_and_travellers_on_the_roads_between_their_castles_that_get_clobbered_in_their_petty_disputes._Any_excuse_to_shake_down_a_caravan,_they'll_take._I_really_hope_that_she_misunderstood_you,_sir.
str_npc3_kingsupport_objection Captain_--_Deshavi_has_set_off_on_some_sort_of_expedition,_which_she_says_that_you_countenanced._She_says_that_she_will_go_about_the_villages_of_this_land,_telling_the_poor_villagers_that_once_you_are_{king/queen},_you_intend_to_hang_all_thieves_and_bandits._{Sir/Madame},_I_am_a_merchant's_daughter,_and_know_well_the_scourge_of_banditry._I_also_know_that_Deshavi_has_suffered_great_wrongs._But_surely_you_do_not_intend_to_hang_men_indiscriminately._There_must_be_some_place_for_mercy_in_your_kingdom
str_npc4_kingsupport_objection Captain._Artimenner_has_set_off_on_a_journey,_telling_the_burghers_that_you_claim_the_throne_because_you_know_how_to_balance_your_accounts._That's_nonsense._Nobles_and_kings_fight_and_rule._If_they_had_to_haggle_over_wages_and_overruns_with_every_passing_vagabond_who_ever_did_a_scrap_of_work_on_their_estates,_then_there_would_be_nothing_but_disorder_and_chaos.
str_npc5_kingsupport_objection {playername}_Bahadur_--_I_overhead_what_you_told_Ymira._But_I_wonder_--_if_the_lords_who_live_from_farming,_and_the_merchants_who_earn_from_trade,_are_allowed_to_determine_what_taxes_will_be_leveed,_then_who_will_be_taxed?_Those_who_live_from_flocks,_of_course_--_my_people,_the_people_of_the_steppes._I_would_have_nothing_to_do_with_these_councils,_Bahadur_--_all_free_men_should_be_one,_under_the_khan,_and_that_is_the_end_of_it.
str_npc6_kingsupport_objection I_understand_that_you_have_dispatched_Rolf_to_fabricate_a_claim_of_royal_descent._I_have_to_tell_you,_{sir/madame}_--_I_do_not_think_that_the_heavens_will_smile_on_such_an_attempt_to_take_the_throne_by_fraud.
str_npc7_kingsupport_objection I_have_heard_what_you_told_Bunduk,_about_giving_every_common_criminal_the_right_of_appeal_to_the_{king/ruler}._I_do_not_approve._Bandits_should_be_hanged_when_caught._Give_them_a_trial_or_an_appeal,_and_they_will_talk_their_way_out_of_the_noose._Bunduk_is_a_good_man,_but_no_man_can_fully_understand_what_these_wolves_in_human_form_do_to_women
str_npc8_kingsupport_objection Captain_--_you_have_dispatched_Firentis_to_tell_the_lords_of_this_land_that_you_intend_to_impose_a_peace,_under_which_no_one_should_settle_their_disputes_by_the_sword._Would_you_have_us_all_die_in_our_beds,_then?_That_is_a_great_shame,_for_my_people._A_{king/sovereign}'s_duty_is_to_lead_us_into_battle,_not_to_tell_us_how_to_handle_our_quarrels_and_differences.
str_npc9_kingsupport_objection {Sir/Madame}_--_it_is_with_great_regret_that_I_have_learned_that_you_have_told_Baheshtur_to_let_his_people_know_that_you_will_allow_them_to_lead_their_flocks_over_the_lands_of_their_betters._I_hope_that_I_am_mistaken_about_this,_sir._The_money_we_demand_is_but_small_compensation_for_the_damage_they_cause_to_our_flocks_and_the_pollution_of_our_water_sources._My_{lord/lady},_if_your_future_kingdom_is_to_be_some_nomads'_paradise,_then_I_for_one_do_not_look_forward_to_it.
str_npc10_kingsupport_objection I_hear_that_you've_got_Nizar_spinning_poems_to_justify_your_ascent_to_the_throne._I_can't_say_I_approve,_{Brother/Sister}._If_men_fight_for_a_{king/sovereign},_it_should_be_because_they_know_they're_going_to_get_something_good_out_of_it,_not_because_they've_taken_a_liking_to_a_silly_song.
str_npc11_kingsupport_objection I_hear_that_Lezalit_is_off_and_about_telling_folks_that_you're_going_to_make_yourself_{king/queen}_and_then_lead_an_army_over_the_mountains._Shall_there_be_no_end_to_these_wars,_{laddie/lassie}?_I_was_thinking_that_if_you_made_yourself_{king/queen},_then_maybe_you'd_give_us_a_bit_of_peace._But_I_guess_the_heavens_have_made_French_blood_to_be_spilt,_and_French_bones_to_be_broken,_and_there's_no_getting_round_their_decree.
str_npc12_kingsupport_objection Captain._I_hear_that_you've_gone_and_made_Klethi,_of_all_people,_some_sort_of_ambassador_to_the_aristocracy._I_shudder_to_think_of_what_that_amoral_girl_might_be_promising_them_on_your_behalf_--_and_dignifying_all_these_gross_indulgences_by_calling_them_'ancient_freedoms.'_By_doing_this,_you_mock_those_of_us_who_who_had_hoped_that_you_would_have_helped_France_escape_its_bloody_past,_and_move_towards_a_new_age_of_peace_and_learning._Enough,_I_have_said_my_peace.
str_npc13_kingsupport_objection Oh_valiant_one_--_I_hear_that_you_have_given_leave_to_Jeremus_to_produce_some_testily-worded_dissertation_that_undermines_everything_the_people_of_this_land_hold_dear,_and_accuses_the_old_emperors_of_murder_and_usurpation._Captain_--_I_know_as_a_poet_that_people_must_have_heroes_to_emulate,_and_a_golden_age_to_restore._Will_you_create_a_kingdom_in_which_cynics_and_scholars_tell_us_what_we_must_believe?_I_can_think_of_nothing_more_dull.
str_npc14_kingsupport_objection I_understand_that_you've_sent_your_man_Borcha_to_proclaim_to_all_France_that_you_intend_to_free_all_the_miscreants_of_this_land_upon_your_accession_to_the_throne._What_a_foul_idea..._Men_must_be_governed,_{sir/madame}_--_with_whips_and_chains_and_the_noose,_if_necessary._You'll_find_that_out_the_hard_way_if_you_become_{king/queen},_I'll_warrant.
str_npc15_kingsupport_objection I_understand_that_you've_given_leave_to_Katrin_to_spread_some_nonsense_about_marks_on_your_hands._I_just_want_to_say_that,_as_an_educated_man,_I_find_it_disturbing_that_you_would_resort_to_old_women's_superstitions_to_back_your_claim._Village_women_will_believe_one_thing_one_day,_another_thing_the_next._Now_a_horoscope,_properly_cast_by_an_astrologer_at_a_royal_university_with_a_reputation_to_uphold,_might_tell_you_something_worth_knowing,_but_those_have_not_been_performed_in_France_for_some_time.
